ID,OWNERSHIP,REVENUE,EXPERIENCE,MAIN_PRODUCT,NUM_BANKS,POSITION,COMP1,COMP2,COMP3,COMP4,SPEED1,SPEED2,SPEED3,SPEED4,DIGI1,DIGI2,DIGI3,DIGI4,REPU1,REPU2,REPU3,REPU4,RELA1,RELA2,RELA3,RELA4,STAFF1,STAFF2,STAFF3,STAFF4,COLL1,COLL2,COLL3,COLL4,DEC1,DEC2,DEC3,DEC4,WALLET_SHARE
514,1,1,3,2,3,2,5,5,3,3,2,4,2,3,3,2,1,3,3,4,4,4,4,3,4,4,3,5,3,4,5,5,5,5,3,4,4,3,1
515,1,2,3,1,2,1,3,3,3,2,1,1,1,1,3,3,4,3,1,1,1,1,2,1,3,2,1,2,2,1,3,4,2,4,2,1,1,1,1
516,4,3,3,2,2,3,4,4,3,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,2,3,2,3,5,5,5,5,5,4,5,5,3
517,1,1,4,2,3,3,2,2,4,3,2,2,1,3,3,3,3,3,4,3,4,4,3,4,4,5,4,4,3,2,4,3,3,3,3,4,5,3,2
518,1,1,4,1,2,2,2,2,2,3,4,3,5,3,3,4,2,3,3,4,4,4,5,4,4,4,4,3,4,4,4,4,4,3,5,3,3,3,2
519,4,4,4,2,2,1,4,3,3,3,3,5,3,4,5,5,4,4,4,5,4,5,5,4,5,5,1,3,2,3,5,5,5,5,3,4,4,3,3
520,2,1,3,4,2,1,1,1,1,2,2,3,2,2,5,4,4,3,3,4,1,4,3,4,4,4,4,3,3,3,1,2,1,1,4,3,4,3,1
521,4,3,2,3,2,3,2,2,2,2,2,3,2,3,3,4,4,5,3,3,3,2,3,3,4,2,4,5,4,4,2,2,2,1,1,2,2,2,1
522,2,2,1,2,2,3,4,5,4,4,1,1,1,1,2,4,4,3,4,2,3,4,2,1,2,2,4,2,3,2,2,1,1,1,3,2,3,2,1
523,4,3,1,3,3,3,3,2,2,2,2,2,2,1,5,4,5,5,3,1,3,2,3,2,2,3,3,4,3,4,1,2,1,2,3,3,3,1,1
524,1,1,3,4,2,1,5,5,4,5,4,5,5,3,5,5,4,4,4,4,4,5,4,2,3,2,4,4,4,1,2,3,3,2,5,4,5,5,2
525,1,1,4,2,1,3,4,5,4,4,1,4,4,4,4,5,3,4,4,5,4,5,3,3,4,3,4,5,4,4,3,3,3,3,3,4,4,4,4
526,3,2,4,3,2,2,3,3,4,4,4,4,4,5,4,4,4,3,3,3,3,4,4,3,2,4,5,5,5,5,5,3,4,5,3,3,4,4,2
527,2,2,3,1,3,1,5,3,3,5,4,5,4,4,3,2,3,3,5,5,5,5,5,5,4,5,5,5,5,5,4,4,3,3,4,4,5,4,2
528,2,4,4,4,3,2,1,2,2,2,3,2,2,2,2,3,5,3,5,4,4,4,2,3,3,3,2,2,4,4,4,4,4,4,5,4,4,4,2
529,3,2,4,2,1,2,4,4,4,3,3,3,4,4,3,1,2,3,5,4,5,4,5,4,3,5,4,4,5,4,5,5,5,5,4,5,5,4,4
530,2,2,4,5,3,2,3,2,3,2,2,3,3,3,3,4,3,2,5,5,5,5,4,4,5,4,3,4,4,4,4,3,2,2,2,4,4,1,2
531,1,1,2,1,2,2,2,4,5,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,3,1,3,2,4,4,4,4,2
532,1,2,3,3,2,3,5,5,5,5,5,4,5,4,3,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,1
533,1,2,3,1,2,2,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,4,3,3,2,3,3,4,3,3,2,2,1
534,2,2,3,2,2,3,4,4,3,4,3,4,4,3,3,3,2,1,3,3,2,3,2,4,4,4,4,3,4,5,2,1,1,1,3,3,3,3,1
535,2,2,3,2,3,1,5,5,5,5,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,2
536,1,1,4,1,1,3,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4
537,2,1,1,2,1,2,3,3,1,3,4,4,4,4,3,1,2,2,4,4,4,3,3,3,1,2,2,1,1,2,4,4,5,2,3,2,2,3,1
538,2,1,1,3,4,4,2,2,2,3,2,3,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1
539,3,4,4,2,2,3,3,3,4,3,3,4,3,4,4,4,4,4,5,5,5,5,4,4,4,4,5,4,4,5,4,3,5,4,4,5,4,4,4
540,2,2,3,2,1,2,5,4,4,5,3,1,3,3,4,4,4,5,2,3,2,2,2,2,2,3,2,3,3,3,3,4,2,3,4,3,4,4,2
541,3,4,4,2,4,2,3,1,2,3,2,2,3,3,4,4,4,4,5,4,5,4,4,5,3,4,4,5,4,4,2,2,3,2,3,3,4,4,1
542,2,1,2,5,2,2,1,1,1,1,4,4,4,4,4,4,3,4,2,2,3,2,3,1,2,3,3,1,3,3,3,4,3,4,2,3,3,2,1
543,4,3,1,1,4,3,4,3,2,3,4,4,2,3,2,1,2,2,4,2,3,3,2,3,4,4,3,3,3,1,2,3,3,3,2,2,2,1,1
544,2,1,1,2,1,3,4,3,3,4,5,3,4,3,2,2,2,2,5,4,4,4,2,2,2,2,5,4,3,4,2,1,2,2,5,5,5,4,4
545,1,3,2,2,3,2,4,4,4,3,4,4,4,4,4,2,3,3,4,4,4,5,5,5,5,5,5,4,4,5,3,4,4,3,4,5,5,4,3
546,5,1,1,1,1,4,2,1,2,1,4,3,5,4,5,3,4,5,4,3,3,3,4,4,3,4,3,4,4,5,5,4,4,4,3,3,3,2,2
547,2,3,3,2,2,3,2,3,2,2,5,5,4,4,3,3,3,3,4,4,2,5,3,3,3,4,3,3,2,4,3,4,4,3,3,3,4,3,2
548,1,2,2,2,2,2,5,4,2,4,3,4,4,4,2,4,2,3,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4
549,1,3,2,2,3,2,2,2,1,3,5,3,3,3,4,4,3,4,5,5,5,3,4,4,5,5,3,3,3,3,3,4,4,3,2,3,4,4,1
550,2,2,3,1,4,4,5,4,5,5,4,4,4,3,5,5,5,4,5,5,4,5,5,5,4,4,3,3,5,4,4,3,4,4,3,4,4,4,2
551,1,2,4,2,2,3,2,2,4,2,2,1,2,2,3,2,4,3,3,4,3,4,4,3,4,4,4,4,4,4,1,3,2,3,3,3,2,1,1
552,1,1,1,1,2,2,4,1,4,3,3,2,4,3,2,3,4,3,3,2,3,1,3,4,5,4,4,2,4,4,4,4,4,4,2,2,3,2,1
553,2,1,1,1,2,2,4,4,4,5,5,5,5,5,3,2,4,3,5,5,5,5,3,3,3,4,4,3,4,3,3,4,2,3,5,4,5,4,3
554,4,2,1,3,4,1,3,2,2,2,5,4,4,4,5,4,5,4,4,4,4,4,5,5,5,5,4,3,4,4,4,4,3,4,4,4,4,4,1
555,2,1,3,2,1,3,4,4,5,5,1,1,1,1,3,3,4,2,2,3,2,3,3,3,3,2,4,5,5,4,3,4,3,4,4,3,3,3,3
556,3,4,4,1,3,2,4,4,3,4,3,3,3,3,3,1,2,4,3,2,2,2,4,2,3,3,3,3,2,2,4,4,4,4,3,4,4,4,2
557,4,3,1,2,2,2,5,4,4,4,4,5,3,2,4,5,5,4,4,3,4,5,4,4,5,5,4,3,3,4,5,5,5,5,5,5,4,4,4
558,1,2,3,4,3,2,4,2,1,3,2,2,2,3,4,2,3,2,5,3,4,5,3,2,3,4,3,2,3,3,5,4,4,4,3,3,3,3,1
559,2,1,3,5,4,2,4,4,3,3,2,2,3,2,3,3,3,2,4,4,2,4,3,3,3,4,4,4,4,4,3,2,3,2,4,3,4,5,1
560,2,2,3,1,3,3,2,2,3,2,5,5,5,4,4,3,4,4,3,4,3,3,2,2,3,2,4,3,3,2,4,5,4,3,3,5,3,3,3
561,1,2,3,1,1,4,3,3,3,3,4,4,5,4,4,4,4,3,4,4,3,2,4,3,4,5,4,4,5,5,3,3,5,3,5,4,4,4,4
562,4,3,3,1,2,1,3,3,3,2,3,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,5,5,5,5,4
563,2,1,4,2,1,3,4,4,4,4,3,3,3,4,2,2,2,2,5,5,4,5,3,2,3,4,5,4,4,4,1,1,1,2,4,4,5,4,3
564,3,4,2,2,3,2,3,3,2,1,3,3,3,4,4,4,4,4,1,3,2,3,3,2,3,3,2,4,2,3,4,4,4,4,4,3,3,3,1
565,1,1,3,1,1,1,5,4,4,5,2,3,3,1,4,4,4,4,4,3,4,3,4,4,4,3,4,5,5,5,2,3,3,3,5,4,5,4,3
566,2,1,3,5,1,1,3,3,2,4,3,3,4,3,4,4,5,3,4,4,4,5,3,4,4,3,4,4,4,4,2,3,3,3,4,4,4,3,4
567,2,1,2,3,1,3,5,4,5,5,5,5,4,4,3,3,3,2,4,4,4,4,2,2,1,3,2,2,2,2,3,2,2,3,3,3,4,3,3
568,4,2,3,3,2,1,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,4,3,2,2,2,1,1,1,1,2,3,2,3,2,4,3,2,3
569,2,1,1,5,2,4,5,5,5,5,3,3,3,3,5,5,5,5,4,4,5,5,3,3,4,4,3,3,3,3,4,5,5,5,5,4,5,5,3
570,1,1,2,1,1,4,2,2,3,3,3,4,5,4,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,3,3,2,3,4,4,5,5,3
571,2,1,2,1,3,3,3,2,3,3,4,3,4,3,4,4,4,4,5,5,5,4,4,2,3,4,5,5,4,4,1,1,1,1,4,3,3,4,1
572,1,1,4,2,3,1,3,1,3,3,4,1,3,2,4,3,4,3,5,5,4,5,4,2,4,3,2,2,1,2,2,2,2,1,3,2,2,2,1
573,2,1,4,4,1,2,3,1,3,2,3,3,3,3,3,3,2,4,3,2,2,2,4,3,4,3,4,3,2,2,3,1,2,2,3,2,3,4,1
574,3,3,3,2,3,2,2,2,1,2,3,4,4,3,3,4,3,3,5,4,3,4,3,3,2,2,4,4,4,5,5,4,4,4,4,4,3,3,2
575,1,1,4,3,4,3,4,4,3,4,5,4,5,5,4,4,4,4,5,4,4,5,5,5,5,5,4,4,5,4,4,3,3,4,4,5,4,5,1
576,1,1,4,1,2,2,2,2,1,2,2,1,3,2,2,1,1,2,5,5,4,5,3,3,2,3,2,2,1,2,2,2,1,2,3,1,2,2,1
577,2,2,3,5,3,3,4,4,4,4,4,2,5,4,5,5,4,5,3,4,3,3,5,4,5,4,4,4,5,4,4,4,3,4,4,3,4,4,1
578,1,2,4,1,3,4,3,3,3,3,2,2,4,3,4,5,3,4,5,5,5,4,2,3,2,4,1,1,1,2,2,3,4,2,2,4,3,2,2
579,1,2,3,1,4,2,4,3,2,3,3,3,4,4,5,5,5,5,2,4,3,3,5,5,4,4,1,1,1,2,4,4,4,5,3,4,3,3,1
580,2,1,2,3,1,2,3,3,2,3,1,1,1,2,3,3,4,4,4,4,4,3,2,3,4,1,3,5,3,4,4,4,4,3,2,4,4,3,3
581,1,1,3,3,2,4,3,2,2,3,4,4,4,4,4,5,3,4,5,4,5,5,5,4,5,5,4,4,4,3,3,4,4,4,5,5,5,5,3
582,2,3,2,3,2,2,4,4,5,4,4,5,3,5,5,4,5,4,5,5,5,5,4,4,4,3,5,5,5,4,5,5,5,5,5,5,5,4,4
583,3,3,1,1,4,4,2,3,3,3,2,3,2,2,3,5,4,3,3,3,3,4,4,4,5,5,4,3,4,5,5,5,5,5,2,2,4,3,1
584,1,1,3,1,1,2,4,5,4,4,4,3,4,5,3,2,2,2,3,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4
585,3,3,1,1,2,2,2,2,1,1,3,2,4,3,3,3,2,3,5,5,5,5,2,3,2,3,4,4,5,4,2,2,1,3,4,2,3,4,1
586,2,2,3,1,1,4,4,5,4,4,4,3,4,4,4,4,4,3,4,3,5,5,5,4,4,4,4,3,5,4,3,3,3,3,4,4,4,3,3
587,1,3,4,4,4,3,1,1,1,1,4,4,4,3,4,5,5,5,2,2,1,2,5,5,4,5,4,4,3,4,3,4,4,4,1,1,2,2,1
588,3,3,3,4,2,1,3,4,4,5,2,2,2,2,2,3,2,4,4,3,3,3,4,4,4,5,1,3,3,4,2,2,3,3,3,2,4,3,1
589,2,2,2,1,2,1,4,4,4,4,4,2,3,4,5,4,5,4,5,5,4,4,2,3,2,2,1,4,2,3,5,5,3,5,5,4,5,5,2
590,2,1,4,3,2,3,1,1,1,1,1,1,1,1,4,4,4,4,2,2,2,1,2,1,3,3,4,4,4,5,2,2,2,2,2,1,2,1,1
591,2,1,4,2,1,2,4,3,2,4,4,3,4,3,4,4,4,4,4,3,3,3,3,4,5,4,3,2,3,3,5,4,4,4,5,4,4,4,4
592,1,2,3,2,4,1,3,4,3,2,5,3,4,4,2,2,1,1,1,1,1,1,3,2,3,3,4,3,3,3,2,2,2,3,3,2,3,2,1
593,1,2,3,2,2,2,5,4,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,3,2,2,3,4,4,4,5,3,4,3,4,2
594,1,4,3,1,3,1,5,4,4,4,2,2,1,2,4,1,3,3,3,3,3,2,4,3,4,5,4,4,4,3,4,3,3,3,3,4,3,2,1
595,3,4,4,1,4,4,1,1,2,2,2,4,3,2,1,1,1,2,5,3,2,2,4,5,5,4,4,3,1,3,4,3,3,5,2,2,2,1,1
596,2,1,2,4,2,3,3,5,4,5,5,4,5,5,5,5,4,4,4,4,5,5,4,3,4,3,3,4,3,3,3,3,2,3,5,4,4,5,2
597,1,2,3,2,1,3,4,4,3,4,4,4,4,4,4,5,5,5,3,3,4,3,3,2,2,3,4,4,3,4,5,5,4,5,5,4,4,3,4
598,3,3,4,1,3,2,3,2,3,3,2,3,2,3,1,2,2,2,3,3,3,3,4,3,4,3,3,2,3,3,4,4,5,5,4,5,4,4,2
599,1,1,3,3,2,1,3,3,3,3,4,3,4,4,3,2,2,3,5,5,5,4,4,3,3,3,4,3,4,4,4,3,3,5,4,3,4,4,2
600,4,2,2,2,1,3,3,3,3,3,1,1,1,1,4,4,5,3,3,3,3,3,3,3,4,4,4,4,3,4,2,2,2,4,4,3,3,5,3
601,1,2,2,3,4,2,4,4,4,4,2,3,3,3,3,4,4,3,5,5,5,5,3,3,4,4,3,2,3,4,5,5,4,4,4,3,3,2,1
602,4,1,1,2,3,3,4,4,5,4,2,2,2,3,3,4,4,3,3,2,2,2,5,5,5,3,3,3,3,4,3,4,3,3,4,3,4,4,1
603,1,2,2,2,3,4,3,5,4,3,3,3,4,4,2,3,3,3,3,3,3,2,4,4,4,3,3,3,4,4,2,1,2,1,4,2,2,3,1
604,1,2,4,3,1,1,4,4,4,4,5,4,5,4,3,3,3,4,5,5,4,5,5,5,4,5,4,4,5,4,4,4,4,3,5,4,5,4,4
605,2,1,1,1,1,1,2,2,2,3,3,4,3,3,3,3,3,3,3,3,5,3,3,3,2,2,3,2,2,1,2,4,3,2,3,4,4,3,4
606,3,2,3,1,1,2,4,5,2,4,4,4,5,4,2,4,4,4,3,4,4,4,5,4,4,5,3,4,2,4,4,5,5,5,4,4,4,5,3
607,1,1,2,1,2,3,5,4,5,3,5,5,5,5,3,4,5,3,3,4,5,4,5,4,3,4,5,5,5,4,5,3,4,5,5,5,5,5,3
608,1,1,3,1,2,2,4,4,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,4,3,3,5,4,5,4,3
609,1,3,1,3,1,2,3,2,2,2,4,2,4,3,2,2,2,3,4,4,4,4,2,2,4,3,4,3,4,3,2,2,3,2,4,3,3,3,3
610,1,1,2,2,2,1,3,3,1,3,2,2,3,1,4,2,3,3,2,3,3,3,3,3,2,3,4,4,5,4,2,3,3,3,3,3,3,3,2
611,1,2,2,2,3,2,3,3,2,2,3,3,4,4,3,3,4,3,4,3,4,4,3,1,1,2,4,4,4,3,3,5,5,4,3,4,4,4,2
612,1,1,1,1,1,2,4,4,3,3,2,2,3,4,2,3,3,3,4,5,4,5,1,1,1,1,4,3,2,3,3,3,2,2,3,2,2,3,1
613,1,2,3,1,1,2,2,3,2,4,2,3,3,3,4,4,3,3,3,4,1,3,1,2,2,1,3,4,2,3,3,3,3,4,3,3,3,4,3
614,2,2,4,3,1,4,5,4,4,3,4,4,4,5,4,5,4,3,5,4,4,4,2,4,5,4,3,1,4,2,5,5,5,5,5,5,5,5,4
615,2,2,4,1,1,2,4,2,4,3,3,3,3,3,2,2,3,3,2,4,3,3,4,3,3,4,1,2,1,3,3,3,3,4,4,4,4,3,3
616,3,1,2,2,2,3,3,4,3,3,3,3,4,3,5,2,4,4,4,4,4,4,3,2,2,3,3,2,2,3,4,4,4,3,3,3,3,2,1
617,1,2,2,1,1,3,4,3,4,3,5,4,5,4,3,4,4,3,4,4,5,5,4,5,4,3,4,4,3,3,3,4,4,3,5,5,5,5,4
618,3,3,4,2,2,2,4,3,3,2,4,5,4,5,2,2,3,2,3,2,3,1,4,4,3,4,5,5,5,5,5,3,4,4,3,3,3,3,2
619,1,1,2,2,1,1,4,5,4,5,5,4,4,5,5,4,5,4,3,3,4,3,4,2,2,2,4,5,3,4,2,3,2,3,3,4,4,3,3
620,2,3,1,5,4,2,1,1,1,2,3,3,2,2,2,1,1,2,4,4,3,3,4,4,4,4,3,3,2,3,3,3,4,2,2,2,2,1,1
621,4,1,2,1,1,2,4,5,4,5,4,3,3,4,3,4,3,4,4,4,4,5,3,4,5,4,4,4,4,5,3,3,3,3,5,5,3,5,4
622,3,2,2,2,1,1,3,3,2,2,3,3,3,2,5,5,5,5,5,4,5,5,4,3,3,2,4,3,4,4,1,4,4,3,3,4,4,4,4
623,2,4,4,1,2,3,2,2,1,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3,2,4,2,2,2,3,2,2,3,1,2,2,1,1
624,1,3,4,1,4,2,3,4,2,3,4,4,4,4,3,1,2,3,4,4,4,3,4,3,4,5,3,4,5,4,3,3,3,4,5,2,2,4,1
625,2,3,3,1,2,3,4,4,4,4,5,4,4,4,4,3,4,5,5,3,4,4,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,2,3
626,2,4,1,4,2,1,3,3,4,4,3,4,4,4,4,5,4,5,5,3,5,4,3,4,4,5,2,2,3,3,4,4,4,2,4,4,3,5,2
627,3,2,2,1,2,1,2,4,3,2,3,3,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,2,4,3,4,4,4,4,3
628,4,2,2,3,2,1,4,2,3,3,3,1,2,3,3,4,5,4,4,4,4,4,3,4,4,4,5,4,3,4,3,4,4,5,5,5,4,5,4
629,2,1,3,3,1,2,3,4,4,4,4,2,2,3,3,3,4,3,5,4,4,5,3,3,3,4,2,3,3,2,2,2,4,3,4,5,2,4,4
630,3,1,2,3,1,3,4,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,4,5,5,4,5,4
631,1,2,2,1,3,2,3,2,2,4,4,5,5,4,4,4,4,3,4,4,4,4,2,3,3,3,4,4,2,4,2,3,3,3,4,3,4,3,1
632,1,1,3,1,3,2,3,3,2,4,3,4,3,4,3,2,3,2,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,1
633,1,1,2,3,1,2,5,4,4,5,4,2,5,4,4,4,3,4,5,5,5,5,5,5,5,4,4,4,3,3,2,2,2,2,5,4,4,4,2
634,1,1,3,1,2,3,5,4,4,5,2,1,3,5,4,3,4,3,3,2,3,2,4,3,4,4,4,3,3,3,4,3,4,4,3,3,4,4,1
635,1,2,3,3,2,4,4,5,5,4,4,3,3,3,5,5,5,4,5,5,4,5,3,4,4,3,5,5,5,5,4,5,5,4,5,5,5,5,3
636,2,1,1,1,3,1,3,2,3,3,3,2,4,3,3,1,1,3,5,4,4,3,3,4,3,4,4,4,3,3,4,3,3,3,3,3,2,2,1
637,1,4,3,2,4,4,3,3,3,4,3,4,4,4,1,3,1,1,3,3,3,3,5,5,5,4,4,3,3,4,2,3,3,3,4,4,4,4,2
638,3,3,3,2,3,3,5,5,5,5,3,4,4,3,4,5,4,4,4,3,3,3,5,5,5,5,4,4,4,4,4,3,4,5,5,4,5,5,2
639,1,2,2,4,2,3,5,2,4,3,2,3,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,2,1
640,4,4,2,2,1,2,4,5,5,4,5,5,5,4,4,5,5,4,5,5,5,4,5,4,5,5,4,5,5,5,3,4,4,5,5,5,5,5,4
641,1,1,2,3,2,1,3,3,4,4,5,5,4,4,5,5,5,5,4,4,4,4,2,3,2,3,5,5,4,5,4,5,5,5,4,4,5,4,2
642,1,3,1,3,2,2,4,3,4,4,3,3,3,3,3,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,2,3,3,2,4,4,5,5,2
643,3,4,4,2,2,4,2,2,2,3,3,4,4,3,3,3,4,4,4,3,3,3,2,2,1,4,5,5,5,5,3,3,3,3,3,4,4,2,3
644,2,3,2,2,3,2,4,3,3,3,3,4,3,4,5,5,5,4,4,4,2,3,2,4,4,3,2,3,3,5,3,3,2,3,3,3,3,3,1
645,2,1,2,2,2,1,3,4,4,4,4,4,5,4,4,3,2,3,4,4,4,4,4,2,3,2,3,3,2,4,3,4,4,3,3,3,4,3,2
646,1,2,2,2,3,2,3,4,5,5,4,3,4,3,4,3,3,3,5,5,4,5,2,2,3,3,2,4,3,2,4,3,3,3,4,3,4,3,1
647,3,4,2,2,2,4,2,3,2,2,3,2,3,3,4,4,4,4,2,3,5,4,3,2,3,3,5,4,4,5,5,5,5,5,3,2,3,3,1
648,1,3,2,2,2,2,4,3,4,4,4,3,3,3,3,4,4,4,3,4,4,3,4,3,4,4,1,2,4,3,4,4,4,4,4,4,4,4,4
649,2,2,3,2,1,2,4,3,4,4,3,3,4,3,4,3,4,3,3,2,2,3,3,3,4,4,2,3,3,4,2,3,3,4,4,3,4,4,3
650,2,2,1,2,1,4,3,4,2,3,5,4,5,5,5,5,5,5,5,5,5,5,2,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,4
651,1,1,3,2,2,3,1,2,2,2,1,2,1,1,4,4,4,4,4,4,4,4,5,4,5,5,4,4,5,4,2,2,3,3,2,2,2,1,1
652,4,3,2,1,2,3,3,4,3,3,4,5,3,2,4,4,4,4,4,3,3,4,3,2,3,4,2,2,3,3,1,2,2,2,2,3,2,2,1
653,4,1,1,2,2,1,3,3,2,3,4,4,3,4,5,4,4,4,3,3,3,4,3,3,2,4,3,5,4,4,2,2,3,3,3,3,3,2,2
654,4,3,1,2,3,2,4,3,3,4,3,2,2,3,5,4,5,3,4,4,5,4,3,2,3,4,4,4,4,3,4,4,4,5,4,4,4,3,1
655,2,1,1,3,2,2,3,4,4,3,3,3,3,3,5,5,4,4,5,5,5,5,3,2,3,2,4,4,4,4,5,5,5,5,4,4,5,2,3
656,2,2,3,4,2,3,5,5,5,4,5,5,5,5,4,4,3,4,4,5,5,5,4,4,4,5,4,4,4,4,2,3,3,2,4,5,5,5,3
657,1,3,3,1,4,1,5,5,5,5,4,2,5,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,4,5,5,5,5,2
658,1,2,3,5,1,2,5,4,5,5,1,2,2,1,3,2,2,2,2,4,3,3,4,4,5,4,4,4,3,3,3,3,2,4,3,4,4,3,3
659,1,2,4,1,1,3,2,4,3,2,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,5,4,3,4,4,3,4,2,4,5,5,5,5,4
660,1,1,1,1,2,2,4,4,3,4,4,3,3,4,4,5,5,4,4,2,3,3,4,3,4,3,1,3,3,4,1,3,4,4,4,4,4,2,3
661,2,2,1,1,2,3,3,3,2,2,3,3,3,2,4,3,2,2,5,4,4,4,2,3,4,3,2,2,3,2,5,5,5,4,3,4,4,3,2
662,3,4,4,1,2,1,4,4,3,4,3,3,4,2,3,3,3,3,3,2,2,2,4,5,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3
663,4,2,2,2,2,3,5,3,2,2,2,3,3,2,4,3,4,4,4,3,4,3,4,3,4,3,2,3,4,2,4,3,3,4,3,4,3,3,3
664,1,1,2,1,1,2,4,4,3,4,3,4,4,5,5,5,5,5,3,3,3,2,4,4,4,4,3,3,3,3,4,3,2,3,4,3,4,3,2
665,2,2,3,2,1,4,5,4,4,5,2,2,1,1,2,3,4,4,2,4,1,2,1,2,2,3,1,3,3,3,2,2,2,3,2,3,2,2,3
666,1,2,1,1,3,2,3,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,3,3,2,3,3,3,4,4,1
667,1,2,1,1,2,1,2,3,1,3,4,3,4,2,5,4,4,4,3,3,4,3,4,4,3,3,5,4,4,5,3,2,2,3,4,2,3,4,1
668,4,3,4,5,2,3,4,4,4,4,5,5,5,5,4,4,3,4,4,4,3,2,1,3,2,3,2,2,1,1,3,3,4,4,4,4,4,4,4
669,1,2,2,2,2,3,3,2,2,3,2,3,4,4,1,2,3,2,4,3,4,2,2,3,3,2,4,4,4,4,4,3,4,4,2,3,3,3,1
670,1,4,4,1,4,1,3,3,2,3,4,3,3,3,3,4,4,4,3,3,3,2,2,2,1,3,2,1,2,4,2,2,1,3,3,1,1,2,1
671,2,2,2,3,1,2,3,3,3,3,5,4,5,4,4,4,4,4,5,5,4,4,4,5,5,4,4,5,4,4,3,3,4,4,4,4,5,4,4
672,1,4,1,2,4,2,2,2,2,2,4,2,3,1,2,3,4,2,3,3,5,3,4,4,4,4,5,5,5,5,4,3,4,3,3,3,4,3,1
673,3,2,2,1,1,2,5,4,4,4,2,2,2,2,4,3,4,3,2,2,2,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,2
674,2,1,2,4,1,1,4,5,5,5,5,4,3,5,4,4,4,5,5,4,4,5,3,3,4,5,2,4,5,5,4,4,4,3,5,4,4,5,3
675,2,1,4,1,2,3,3,3,2,3,2,1,2,2,3,3,3,2,3,4,4,4,2,3,3,4,5,4,4,4,1,1,1,1,3,2,2,3,1
676,1,1,3,1,1,2,2,2,3,2,4,5,4,4,5,4,4,3,3,3,2,2,3,4,3,5,4,4,5,3,1,1,1,1,4,4,3,4,3
677,2,3,2,3,3,2,5,4,4,4,2,1,2,3,5,5,5,5,5,5,5,5,2,3,3,3,5,4,4,4,5,4,4,5,4,5,5,5,3
678,2,2,3,2,3,2,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,3,3,1,4,5,4,4,5,4,5,4,2
679,2,1,3,3,2,2,4,5,4,4,4,4,4,4,4,5,4,4,5,4,3,5,4,5,5,5,3,4,3,3,5,5,4,4,4,4,4,5,3
680,4,1,1,4,1,2,5,4,4,5,3,3,3,2,2,3,2,3,4,4,4,4,3,4,4,4,3,4,4,5,3,2,3,4,2,3,4,2,4
681,1,4,3,1,2,3,4,5,5,4,4,4,4,4,4,4,3,5,4,4,4,4,3,2,4,4,4,3,3,3,4,3,3,3,4,3,3,4,1
682,2,4,2,1,2,2,4,4,3,4,5,5,5,5,4,5,4,4,3,4,4,5,4,4,5,5,4,4,4,5,5,4,5,5,4,5,5,5,4
683,1,2,3,2,2,3,2,2,3,3,2,1,1,1,5,3,2,2,4,4,4,4,2,3,5,3,2,3,2,2,2,1,2,2,2,1,2,2,1
684,1,1,2,5,1,2,4,4,5,4,4,5,4,4,4,2,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,5,4,4,4
685,1,4,4,3,3,2,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,2,3,4,4,3,3,3,4,4,5,3,3,5,5,5,4,3
